species,assay_id,document_id,document_doi,document_title,base_connectivity_key,fluorinated_connectivity_key,base_smiles,fluorinated_smiles,transformation,n_f_added,fluorinated_center_atom_index,formula_delta_ok,formula_delta_atomic_numbers,base_log10_clint,fluorinated_log10_clint,delta_log10_clint_f_minus_base,improved_after_fluorination,base_record_count,fluorinated_record_count,base_replicate_range_log10,fluorinated_replicate_range_log10,pair_max_replicate_range_log10,base_source_standard_types,fluorinated_source_standard_types,base_source_standard_units,fluorinated_source_standard_units,base_source_scaled_units,fluorinated_source_scaled_units,source_endpoint_type_match,source_unit_match,base_has_non_equality_record_in_assay,fluorinated_has_non_equality_record_in_assay,has_traceable_publication,overlap_any_previous_dataset,primary_quality_eligible,selected_primary_observation,manual_review_status,manual_review_note
HLM,2149505,121619,10.1016/j.bmc.2021.116512,"Design, synthesis and biological evaluation of a novel spiro oxazolidinedione as potent p300/CBP HAT inhibitor for the treatment of ovarian cancer.",QULMQLITKMCMAK,GGXPWHYWZIJKLJ,CNC(=O)Nc1ccc2c(c1)CC[C@@]21OC(=O)N(CC(=O)N2Cc3ccc(F)cc3CC[C@H]2C2CC2)C1=O,CNC(=O)Nc1cc2c(cc1F)[C@@]1(CC2)OC(=O)N(CC(=O)N2Cc3ccc(F)cc3CC[C@H]2C2CC2)C1=O,Ar-H_to_Ar-F,1,10,1,"{""1"": -1, ""9"": 1}",2.117403884416343,2.2750117377780112,0.15760785336166805,0,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,2068636,119055,10.1021/acs.jmedchem.0c01279,Synthesis and Structure-Activity Relationship of Tetra-Substituted Cyclohexyl Diol Inhibitors of Proviral Insertion of Moloney Virus (PIM) Kinases.,QVCLVTVRXGXXOR,LJODAYYMQPHCRE,C[C@H]1C[C@@H](c2ccncc2NC(=O)c2nc(-c3ncccc3F)ccc2N)C[C@@H](O)[C@]1(C)O,C[C@H]1C[C@@H](c2ccncc2NC(=O)c2nc(-c3ncccc3F)ccc2N)C[C@@H](O)[C@@]1(O)CF,C-H_to_C-F,1,32,1,"{""1"": -1, ""9"": 1}",1.4771212547196624,0.9030899869919435,-0.5740312677277188,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.kg-1,mL.min-1.kg-1,,,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,751259,57778,10.1016/j.bmc.2011.03.035,Development and SAR of functionally selective allosteric modulators of GABAA receptors.,QWWZARYPNGYPLG,KADHNYOMTSABQA,COc1ccc(OC)c(-c2cccc3c(N)c(C(=O)NC4CCC4)nnc23)c1,COc1ccc(OC)c(-c2c(F)ccc3c(N)c(C(=O)NC4CCC4)nnc23)c1,Ar-H_to_Ar-F,1,10,1,"{""1"": -1, ""9"": 1}",1.499549625905149,1.4106085425683679,-0.08894108333678119,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,630935,51179,10.1016/j.bmcl.2010.03.094,"Discovery of 2-chloro-N-((4,4-difluoro-1-hydroxycyclohexyl)methyl)-5-(5-fluoropyrimidin-2-yl)benzamide as a potent and CNS penetrable P2X7 receptor antagonist.",RBHAYLPXUXVSCQ,XGBCTOPMWMSTNZ,O=C(NCC1(O)CCCCCC1)c1cc(-c2ncc(F)cn2)ccc1Cl,O=C(NCC1(O)CCCCCC1F)c1cc(-c2ncc(F)cn2)ccc1Cl,C-H_to_C-F,1,11,1,"{""1"": -1, ""9"": 1}",1.3222192947339193,1.1760912590556813,-0.14612803567823796,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.kg-1,mL.min-1.kg-1,,,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,2253202,124668,10.1021/acsmedchemlett.2c00100,Synthesis and Biological Characterization of a Series of 2-Sulfonamidebenzamides as Allosteric Modulators of MrgX1.,RCSLEKLNDJJJLF,ARUHXRKQCNKZSE,CCOc1ccccc1NC(=O)c1ccccc1NS(=O)(=O)C1CC1,O=C(Nc1ccccc1OCC(F)(F)F)c1ccccc1NS(=O)(=O)C1CC1,CH3_to_CF3,3,11,1,"{""1"": -3, ""9"": 3}",1.7916906490201179,1.60422605308447,-0.1874645959356478,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.kg-1,mL.min-1.kg-1,,,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,2253202,124668,10.1021/acsmedchemlett.2c00100,Synthesis and Biological Characterization of a Series of 2-Sulfonamidebenzamides as Allosteric Modulators of MrgX1.,RCSLEKLNDJJJLF,HYHIFVZDKTXLEK,CCOc1ccccc1NC(=O)c1ccccc1NS(=O)(=O)C1CC1,CCOc1ccccc1NC(=O)c1cc(F)ccc1NS(=O)(=O)C1CC1,Ar-H_to_Ar-F,1,14,1,"{""1"": -1, ""9"": 1}",1.7916906490201179,1.657055852857104,-0.13463479616301388,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.kg-1,mL.min-1.kg-1,,,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,2253202,124668,10.1021/acsmedchemlett.2c00100,Synthesis and Biological Characterization of a Series of 2-Sulfonamidebenzamides as Allosteric Modulators of MrgX1.,RCSLEKLNDJJJLF,TXZPRVKJSAUJSV,CCOc1ccccc1NC(=O)c1ccccc1NS(=O)(=O)C1CC1,CCOc1ccc(F)cc1NC(=O)c1ccccc1NS(=O)(=O)C1CC1,Ar-H_to_Ar-F,1,6,1,"{""1"": -1, ""9"": 1}",1.7916906490201179,1.8981764834976764,0.10648583447755855,0,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.kg-1,mL.min-1.kg-1,,,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,464456,38460,10.1016/j.bmcl.2007.11.075,Development of CXCR3 antagonists. Part 4: discovery of 2-amino-(4-tropinyl)quinolines.,RDSDMTJZGWJHEU,ZMMPHXRLDYXXHX,CC(=O)N1C2C=C(CN3[C@@H]4CC[C@H]3C[C@H](Nc3ccc5ccc(OC(C)C)cc5n3)C4)CC1CCC2,CC(=O)N1C2C=C(CN3[C@@H]4CC[C@H]3C[C@H](Nc3ccc5c(F)cc(OC(C)C)cc5n3)C4)CC1CCC2,Ar-H_to_Ar-F,1,20,1,"{""1"": -1, ""9"": 1}",4.0224283711854865,4.147367107793786,0.1249387366082999,0,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,1809744,110455,10.1021/acs.jmedchem.8b00280,"Discovery of Allosteric, Potent, Subtype Selective, and Peripherally Restricted TrkA Kinase Inhibitors.",REEUULZARVBYQG,VOYIOQNFFXBOPL,COc1cc(Cl)c(C(=O)Nc2cc(C(N)=O)nn2-c2ccccc2)cc1-c1ccccn1,NC(=O)c1cc(NC(=O)c2cc(-c3ccccn3)c(OC(F)F)cc2Cl)n(-c2ccccc2)n1,CH2_to_CF2,2,20,1,"{""1"": -2, ""9"": 2}",1.1095785469043866,1.2143138974243997,0.10473535052001304,0,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,812134,61472,10.1016/j.bmcl.2012.01.015,"Discovery and hit-to-lead optimization of pyrrolopyrimidines as potent, state-dependent Na(v)1.7 antagonists.",RFZHHXIXCJHZNR,APNKIFBEFRZJNR,c1ccc(Cn2ccc3c(OC4CCN(Cc5ccccn5)CC4)ncnc32)cc1,Fc1ccc(CN2CCC(Oc3ncnc4c3ccn4Cc3ccccc3)CC2)nc1,Ar-H_to_Ar-F,1,1,1,"{""1"": -1, ""9"": 1}",2.182129214052998,2.2613104601006233,0.07918124604762511,0,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,812134,61472,10.1016/j.bmcl.2012.01.015,"Discovery and hit-to-lead optimization of pyrrolopyrimidines as potent, state-dependent Na(v)1.7 antagonists.",RFZHHXIXCJHZNR,BMIXXIGEPMPTIS,c1ccc(Cn2ccc3c(OC4CCN(Cc5ccccn5)CC4)ncnc32)cc1,Fc1cccc(CN2CCC(Oc3ncnc4c3ccn4Cc3ccccc3)CC2)n1,Ar-H_to_Ar-F,1,1,1,"{""1"": -1, ""9"": 1}",2.182129214052998,2.424211718939284,0.24208250488628602,0,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,812134,61472,10.1016/j.bmcl.2012.01.015,"Discovery and hit-to-lead optimization of pyrrolopyrimidines as potent, state-dependent Na(v)1.7 antagonists.",RFZHHXIXCJHZNR,XKWUOIWEHZPVIB,c1ccc(Cn2ccc3c(OC4CCN(Cc5ccccn5)CC4)ncnc32)cc1,Fc1cccnc1CN1CCC(Oc2ncnc3c2ccn3Cc2ccccc2)CC1,Ar-H_to_Ar-F,1,1,1,"{""1"": -1, ""9"": 1}",2.182129214052998,2.618414214801256,0.4362850007482577,0,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,812134,61472,10.1016/j.bmcl.2012.01.015,"Discovery and hit-to-lead optimization of pyrrolopyrimidines as potent, state-dependent Na(v)1.7 antagonists.",RFZHHXIXCJHZNR,ZECJEHQTOHGKFP,c1ccc(Cn2ccc3c(OC4CCN(Cc5ccccn5)CC4)ncnc32)cc1,Fc1ccccc1Cn1ccc2c(OC3CCN(Cc4ccccn4)CC3)ncnc21,Ar-H_to_Ar-F,1,1,1,"{""1"": -1, ""9"": 1}",2.182129214052998,2.2295538639811365,0.04742464992813833,0,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,874019,66641,10.1021/jm3011838,Pharmacokinetic optimization of class-selective histone deacetylase inhibitors and identification of associated candidate predictive biomarkers of hepatocellular carcinoma tumor response.,RGHWNSYFIDAQLR,GILNYRIOEJKBSE,CCN1C[C@H](C(=O)Nc2ccc(Cl)cc2)[C@@H](c2ccc(/C=C/C(=O)Nc3ccccc3N)cc2)C1,Nc1ccccc1NC(=O)/C=C/c1ccc([C@H]2CN(CC(F)(F)F)C[C@@H]2C(=O)Nc2ccc(Cl)cc2)cc1,CH3_to_CF3,3,20,1,"{""1"": -3, ""9"": 3}",1.0791812460476249,1.1760912590556813,0.09691001300805646,0,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.kg-1,mL.min-1.kg-1,,,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,874019,66641,10.1021/jm3011838,Pharmacokinetic optimization of class-selective histone deacetylase inhibitors and identification of associated candidate predictive biomarkers of hepatocellular carcinoma tumor response.,RGHWNSYFIDAQLR,PSZPFAYNFMJXDQ,CCN1C[C@H](C(=O)Nc2ccc(Cl)cc2)[C@@H](c2ccc(/C=C/C(=O)Nc3ccccc3N)cc2)C1,Nc1ccccc1NC(=O)/C=C/c1ccc([C@H]2CN(CCF)C[C@@H]2C(=O)Nc2ccc(Cl)cc2)cc1,C-H_to_C-F,1,20,1,"{""1"": -1, ""9"": 1}",1.0791812460476249,1.2304489213782739,0.151267675330649,0,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.kg-1,mL.min-1.kg-1,,,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,874019,66641,10.1021/jm3011838,Pharmacokinetic optimization of class-selective histone deacetylase inhibitors and identification of associated candidate predictive biomarkers of hepatocellular carcinoma tumor response.,RGHWNSYFIDAQLR,QBBSTQFTKMFHON,CCN1C[C@H](C(=O)Nc2ccc(Cl)cc2)[C@@H](c2ccc(/C=C/C(=O)Nc3ccccc3N)cc2)C1,Nc1ccccc1NC(=O)/C=C/c1ccc([C@H]2CN(CC(F)F)C[C@@H]2C(=O)Nc2ccc(Cl)cc2)cc1,CH2_to_CF2,2,20,1,"{""1"": -2, ""9"": 2}",1.0791812460476249,1.2041199826559248,0.1249387366082999,0,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.kg-1,mL.min-1.kg-1,,,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,874019,66641,10.1021/jm3011838,Pharmacokinetic optimization of class-selective histone deacetylase inhibitors and identification of associated candidate predictive biomarkers of hepatocellular carcinoma tumor response.,RGRLSJUDVHTDBY,UWRRTYUCSWJYQE,Cc1ccc(NC(=O)[C@H]2CN(C)C[C@@H]2c2ccc(/C=C/C(=O)Nc3ccccc3N)cc2)cc1,CN1C[C@H](C(=O)Nc2ccc(C(F)(F)F)cc2)[C@@H](c2ccc(/C=C/C(=O)Nc3ccccc3N)cc2)C1,CH3_to_CF3,3,11,1,"{""1"": -3, ""9"": 3}",1.1760912590556813,0.7781512503836436,-0.3979400086720377,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.kg-1,mL.min-1.kg-1,,,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,1924598,114115,10.1021/acsmedchemlett.6b00140,Novel Series of Potent Glucokinase Activators Leading to the Discovery of AM-2394.,RJBBFBBZBQOMKF,KCXPSRRPQGRSSN,CNC(=O)Nc1cc(Oc2ccccc2)ccn1,CNC(=O)Nc1cc(Oc2ccccc2F)ccn1,Ar-H_to_Ar-F,1,14,1,"{""1"": -1, ""9"": 1}",1.624488362513449,1.5305838596451178,-0.09390450286833119,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,744910,57426,10.1016/j.ejmech.2011.02.027,"Synthesis, cytotoxicity, metabolic stability and pharmacokinetic evaluation of fluorinated docetaxel analogs.",ROQZUJKOMJECOM,KHYOGRDOPCOKSL,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)C(=O)C3C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)C(=O)C3C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C(F)(F)F)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,CH3_to_CF3,3,34,1,"{""1"": -3, ""9"": 3}",1.249931756634195,0.7168377232995244,-0.5330940333346705,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.kg-1,mL.min-1.kg-1,,,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,744910,57426,10.1016/j.ejmech.2011.02.027,"Synthesis, cytotoxicity, metabolic stability and pharmacokinetic evaluation of fluorinated docetaxel analogs.",ROQZUJKOMJECOM,MGPSCITXYYLCAC,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)C(=O)C3C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)C(=O)C3C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)CF)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,C-H_to_C-F,1,34,1,"{""1"": -1, ""9"": 1}",1.249931756634195,1.0102999566398119,-0.2396317999943831,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.kg-1,mL.min-1.kg-1,,,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,744910,57426,10.1016/j.ejmech.2011.02.027,"Synthesis, cytotoxicity, metabolic stability and pharmacokinetic evaluation of fluorinated docetaxel analogs.",ROQZUJKOMJECOM,URVWKYKCXGJZJO,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)C(=O)C3C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)C(=O)C3C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C(F)F)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,CH2_to_CF2,2,34,1,"{""1"": -2, ""9"": 2}",1.249931756634195,0.5092025223311029,-0.7407292343030921,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.kg-1,mL.min-1.kg-1,,,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,1758337,108215,10.1016/j.ejmech.2017.07.071,"Identification of 3,4-dihydro-2H-thiochromene 1,1-dioxide derivatives with a phenoxyethylamine group as highly potent and selective α1D adrenoceptor antagonists.",RQUJRGDECNEQHO,PEOXOSFSQZNJBP,O=S1(=O)CCC(NCCOc2cc(F)ccc2F)c2ccccc21,O=S1(=O)CCC(NCCOc2cc(F)ccc2F)c2cc(F)ccc21,Ar-H_to_Ar-F,1,20,1,"{""1"": -1, ""9"": 1}",1.7116385382323491,1.6592504687726608,-0.052388069459688325,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,1845911,111567,10.1021/acs.jmedchem.0c00628,"Discovery of <i>N</i>-Ethyl-4-[2-(4-fluoro-2,6-dimethyl-phenoxy)-5-(1-hydroxy-1-methyl-ethyl)phenyl]-6-methyl-7-oxo-1<i>H</i>-pyrrolo[2,3-<i>c</i>]pyridine-2-carboxamide (ABBV-744), a BET Bromodomain Inhibitor with Selectivity for the Second Bromodomain.",RVIRKLVYYGWHDE,KKVKZITYRODXHP,CCNC(=O)c1cc2c(-c3cc(NC(C)=O)ccc3Oc3c(C)cccc3C)cn(C)c(=O)c2[nH]1,CCNC(=O)c1cc2c(-c3cc(NC(C)=O)ccc3Oc3c(C)cc(F)cc3C)cn(C)c(=O)c2[nH]1,Ar-H_to_Ar-F,1,24,1,"{""1"": -1, ""9"": 1}",1.9208013818256542,2.263233538439489,0.34243215661383486,0,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.kg-1,mL.min-1.kg-1,,,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,789191,60365,10.1016/j.bmcl.2011.10.002,"The discovery of AZD9164, a novel muscarinic M3 antagonist.",RVXKMYHNDBHDLD,MOQMSSOYEONBHV,C[C@@](C(=O)O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)(c1ccccc1)N1CCCCC1,C[C@@](C(=O)O[C@H]1C[N+]2(CCCOc3ccc(F)cc3)CCC1CC2)(c1ccccc1)N1CCCCC1,Ar-H_to_Ar-F,1,15,1,"{""1"": -1, ""9"": 1}",2.0077051143647804,1.8877297972880303,-0.11997531707675013,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,1921818,113983,10.1016/j.bmcl.2019.01.027,"Discovery, synthesis and characterization of a series of (1-alkyl-3-methyl-1H-pyrazol-5-yl)-2-(5-aryl-2H-tetrazol-2-yl)acetamides as novel GIRK1/2 potassium channel activators.",RYLWKZXQIMOHBT,JDHXSMFAUNLLOX,Cc1cc(NC(=O)Cn2nnc(-c3ccccc3)n2)n(C2CCCCC2)n1,Cc1cc(NC(=O)Cn2nnc(-c3ccccc3)n2)n(C2CCC(F)(F)CC2)n1,CH2_to_CF2,2,23,1,"{""1"": -2, ""9"": 2}",2.2706788361447066,1.888179493918325,-0.3824993422263816,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.kg-1,mL.min-1.kg-1,,,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,1921818,113983,10.1016/j.bmcl.2019.01.027,"Discovery, synthesis and characterization of a series of (1-alkyl-3-methyl-1H-pyrazol-5-yl)-2-(5-aryl-2H-tetrazol-2-yl)acetamides as novel GIRK1/2 potassium channel activators.",RYLWKZXQIMOHBT,WHUCZPDJCNYDDS,Cc1cc(NC(=O)Cn2nnc(-c3ccccc3)n2)n(C2CCCCC2)n1,Cc1cc(NC(=O)Cn2nnc(-c3cccc(F)c3)n2)n(C2CCCCC2)n1,Ar-H_to_Ar-F,1,16,1,"{""1"": -1, ""9"": 1}",2.2706788361447066,2.2105860249051563,-0.06009281123955024,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.kg-1,mL.min-1.kg-1,,,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,577247,47614,10.1021/jm900179y,Chemical and biological investigation of cyclopropyl containing diaryl-pyrazole-3-carboxamides as novel and potent cannabinoid type 1 receptor antagonists.,SAODUSAURYNSRZ,SDHNLNXASWUTHB,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccccc2F)c1-c1ccc(C2CC2)cc1,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(F)cc2F)c1-c1ccc(C2CC2)cc1,Ar-H_to_Ar-F,1,17,1,"{""1"": -1, ""9"": 1}",-0.6307841425898572,-0.31903028153410284,0.3117538610557543,0,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,2237613,124297,10.1021/acs.jmedchem.1c00004,"Discovery, Optimization, and Evaluation of Quinazolinone Derivatives with Novel Linkers as Orally Efficacious Phosphoinositide-3-Kinase Delta Inhibitors for Treatment of Inflammatory Diseases.",SBZGELIJZQGBGD,PWZGSTGYDFNVFE,C[C@H]1CC[C@@H](c2nc3cccc(Cl)c3c(=O)n2-c2ccccc2)N1c1ncnc(N)c1C#N,C[C@H]1CC[C@@H](c2nc3cccc(Cl)c3c(=O)n2-c2cccc(F)c2)N1c1ncnc(N)c1C#N,Ar-H_to_Ar-F,1,21,1,"{""1"": -1, ""9"": 1}",1.4222943008935627,1.085219201044942,-0.3370750998486207,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,1766923,108547,10.1021/acs.jmedchem.8b00824,"Design, Synthesis, and Evaluation of Piperazinyl Pyrrolidin-2-ones as a Novel Series of Reversible Monoacylglycerol Lipase Inhibitors.",SCHQSYIDSWSFFM,BNHZQIKQIGWSQA,Cc1ncccc1-c1cccc(N2CC(N3CCN(C(=O)c4nccs4)CC3)CC2=O)c1,Cc1ncccc1-c1cc(F)cc(N2CC(N3CCN(C(=O)c4nccs4)CC3)CC2=O)c1,Ar-H_to_Ar-F,1,9,1,"{""1"": -1, ""9"": 1}",1.545307116465824,1.907034952483417,0.36172783601759284,0,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,1766923,108547,10.1021/acs.jmedchem.8b00824,"Design, Synthesis, and Evaluation of Piperazinyl Pyrrolidin-2-ones as a Novel Series of Reversible Monoacylglycerol Lipase Inhibitors.",SCHQSYIDSWSFFM,GGCIWFMTRKGCPU,Cc1ncccc1-c1cccc(N2CC(N3CCN(C(=O)c4nccs4)CC3)CC2=O)c1,Cc1ncccc1-c1cc(N2CC(N3CCN(C(=O)c4nccs4)CC3)CC2=O)ccc1F,Ar-H_to_Ar-F,1,31,1,"{""1"": -1, ""9"": 1}",1.545307116465824,1.4661258704181992,-0.07918124604762489,1,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,1863885,112015,10.1021/acs.jmedchem.9b00363,Improvement of Asparagine Ethylenediamines as Anti-malarial <i>Plasmodium</i>-Selective Proteasome Inhibitors.,SCUFZIUNKCLTOL,OAYBEKNKNSOYLQ,Cc1ccc(S(=O)(=O)N[C@@H](CC(=O)NC(C)(C)C)C(=O)NCCNC(=O)c2ccccc2)cc1,Cc1ccc(S(=O)(=O)N[C@@H](CC(=O)NC(C)(C)C)C(=O)NCCNC(=O)c2ccc(F)cc2)cc1,Ar-H_to_Ar-F,1,29,1,"{""1"": -1, ""9"": 1}",2.15454569242091,2.2413721301584357,0.08682643773752563,0,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
HLM,1863885,112015,10.1021/acs.jmedchem.9b00363,Improvement of Asparagine Ethylenediamines as Anti-malarial <i>Plasmodium</i>-Selective Proteasome Inhibitors.,SCUFZIUNKCLTOL,UGZFMSKVOLRMHU,Cc1ccc(S(=O)(=O)N[C@@H](CC(=O)NC(C)(C)C)C(=O)NCCNC(=O)c2ccccc2)cc1,Cc1ccc(S(=O)(=O)N[C@@H](CC(=O)NC(C)(C)C)C(=O)NCCNC(=O)c2ccccc2F)cc1,Ar-H_to_Ar-F,1,31,1,"{""1"": -1, ""9"": 1}",2.15454569242091,2.218635271207042,0.06408957878613197,0,1,1,0.0,0.0,0.0,CL,CL,mL.min-1.g-1,mL.min-1.g-1,mL.min-1.kg-1,mL.min-1.kg-1,1,1,0,0,1,0,1,1,pending,Verify the parent/fluorinated identity and assay-table values in the cited source.
