Internal ID,Vendor ID,SMILES,CollectionName,LOG HLM_CLint (mL/min/kg),LOG MDR1-MDCK ER (B-A/A-B),LOG SOLUBILITY PH 6.8 (ug/mL),LOG PLASMA PROTEIN BINDING (HUMAN) (% unbound),LOG PLASMA PROTEIN BINDING (RAT) (% unbound),LOG RLM_CLint (mL/min/kg),valid_structure,canonical_smiles,murcko_scaffold,is_fluorinated,fluorine_subgroup,fluoro_F_count,fluoro_has_fluorine,fluoro_F_fraction_heavy,fluoro_fluorinated_carbon_count,fluoro_max_F_per_carbon,fluoro_single_F_carbon_count,fluoro_CF2_carbon_count,fluoro_CF3_carbon_count,fluoro_CHF_carbon_count,fluoro_CH2F_carbon_count,fluoro_trifluoromethyl_count,fluoro_aryl_F_count,fluoro_alkyl_F_count,fluoro_vinyl_F_count,fluoro_ring_bound_F_count,fluoro_fluorinated_aromatic_ring_count,fluoro_aryl_CF3_count,fluoro_alpha_hetero_F_count,fluoro_beta_hetero_F_count,fluoro_F_within_2_bonds_hetero_count,fluoro_F_within_3_bonds_hetero_count,fluoro_F_to_hetero_min_distance,fluoro_F_to_hetero_mean_min_distance,fluoro_ortho_hetero_aromatic_F_count,fluoro_meta_hetero_aromatic_F_count,fluoro_para_hetero_aromatic_F_count,fluoro_F_atom_gasteiger_charge_mean,fluoro_F_atom_gasteiger_charge_min,fluoro_F_atom_gasteiger_charge_max,fluoro_CF_carbon_gasteiger_charge_mean,fluoro_CF_carbon_degree_mean,fluoro_CF_carbon_total_h_mean,fluoro_CF_bond_length_mean_A,fluoro_CF_bond_length_min_A,fluoro_CF_bond_length_max_A,fluoro_F_substituent_entropy,official_hlm_split,hash_hlm_split,scaffold_fold,hlm_left_censored,rlm_left_censored,paired_endpoint_available,log_clint_human_minus_rat,hlm_low_clearance
Mol2061,53784330,COc1cccc(F)c1NC(=O)N1CCC(N2CC=CC2)CC1,emolecules,0.675686709,0.91615109,,,,2.560247466,True,COc1cccc(F)c1NC(=O)N1CCC(N2CC=CC2)CC1,O=C(Nc1ccccc1)N1CCC(N2CC=CC2)CC1,1,aryl-F without CF3,1,1,0.043478260869565216,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,3.0,3.0,0,0,0,-0.20454938660795394,-0.20454938660795394,-0.20454938660795394,0.15009871385899484,3.0,0.0,,,,-0.0,train,train,4,1,0,1,-1.8845607569999998,1.0
Mol2062,53789119,O=C(NCCN1CCc2ccccc2C1=O)c1ccon1,emolecules,0.675686709,0.072906032,,,,1.750438964,True,O=C(NCCN1CCc2ccccc2C1=O)c1ccon1,O=C(NCCN1CCc2ccccc2C1=O)c1ccon1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,1,1,0,1,-1.074752255,1.0
Mol2063,177383138,Cc1nnc2ncc(-c3cccc(-c4ccnn4C)c3)cn12,emolecules,0.675686709,-0.03202529,,,,1.49159979,True,Cc1nnc2ncc(-c3cccc(-c4ccnn4C)c3)cn12,c1cc(-c2cnc3nncn3c2)cc(-c2ccn[nH]2)c1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,2,1,0,1,-0.8159130809999999,1.0
Mol2064,49130614,O=C(Cn1cc(NCc2cccc(Cl)c2)cn1)N1CCOCC1,emolecules,0.770999205,0.627160407,,,,1.856849679,True,O=C(Cn1cc(NCc2cccc(Cl)c2)cn1)N1CCOCC1,O=C(Cn1cc(NCc2ccccc2)cn1)N1CCOCC1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,test,train,2,0,0,1,-1.085850474,1.0
Mol2065,177454538,COc1nc2c(cc1CNC(=O)N1CC[C@@H](O)C1)C(=O)N(C1CCCC1)C2,emolecules,0.675686709,1.505514183,,,,1.027920136,True,COc1nc2c(cc1CNC(=O)N1CC[C@@H](O)C1)C(=O)N(C1CCCC1)C2,O=C(NCc1cnc2c(c1)C(=O)N(C1CCCC1)C2)N1CCCC1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,test,2,1,1,1,-0.35223342700000004,1.0
Mol2066,49934116,CCc1nc(N2CC(CO)C2)c2ccsc2n1,emolecules,1.030963842,0.124744623,,,,1.698917886,True,CCc1nc(N2CC(CO)C2)c2ccsc2n1,c1nc(N2CCC2)c2ccsc2n1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,4,0,0,1,-0.667954044,1.0
Mol2067,LN01343314,CCc1c(C(=O)NCCc2ccc(N3CCCCC3)cc2)[nH]c2ccc(Cl)cc12,labnetworkBB,1.607186857,-0.238843529,,,,2.684616489,True,CCc1c(C(=O)NCCc2ccc(N3CCCCC3)cc2)[nH]c2ccc(Cl)cc12,O=C(NCCc1ccc(N2CCCCC2)cc1)c1cc2ccccc2[nH]1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,test,train,3,0,0,1,-1.077429632,1.0
Mol2068,37153185,CC1(C)CC(=O)c2c(C(F)(F)F)nn(-c3ccc(C(N)=O)c(N[C@H]4CC[C@@H](O)CC4)c3)c2C1,emolecules,1.678964281,2.035451507,,,,2.032219736,True,CC1(C)CC(=O)c2c(C(F)(F)F)nn(-c3ccc(C(N)=O)c(N[C@H]4CC[C@@H](O)CC4)c3)c2C1,O=C1CCCc2c1cnn2-c1cccc(NC2CCCCC2)c1,1,CF3-containing,3,1,0.09090909090909091,1,3,0,0,1,0,0,1,0,3,0,0,0,1,0,3,0,3,3.0,3.0,0,0,0,-0.16442590250187603,-0.16442590250187603,-0.16442590250187603,0.43542385667339156,4.0,0.0,,,,-0.0,train,train,4,0,0,1,-0.353255455,0.0
Mol2069,LN01305527,O=C(c1cn(Cc2cncn2Cc2ccc(Br)cc2)cc1-c1cccc2ccccc12)N1CCOCC1,labnetworkBB,2.17634597,1.357427307,,,,3.303574442,True,O=C(c1cn(Cc2cncn2Cc2ccc(Br)cc2)cc1-c1cccc2ccccc12)N1CCOCC1,O=C(c1cn(Cc2cncn2Cc2ccccc2)cc1-c1cccc2ccccc12)N1CCOCC1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,2,0,0,1,-1.127228472,0.0
Mol2070,13534588,Clc1ccc2c(NCCN3CCOCC3)ncnc2c1,emolecules,1.066661302,0.135542858,,,,2.329078398,True,Clc1ccc2c(NCCN3CCOCC3)ncnc2c1,c1ccc2c(NCCN3CCOCC3)ncnc2c1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,2,0,0,1,-1.262417096,1.0
Mol2071,2199776,O=C(NCc1cccs1)c1cccnc1,emolecules,0.675686709,-0.207369073,,,,1.027920136,True,O=C(NCc1cccs1)c1cccnc1,O=C(NCc1cccs1)c1cccnc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,2,1,1,1,-0.35223342700000004,1.0
Mol2072,177391578,COc1cc(OC)cc(-c2c(C)ncnc2OC)c1,emolecules,0.675686709,-0.12524595,,,,2.030190734,True,COc1cc(OC)cc(-c2c(C)ncnc2OC)c1,c1ccc(-c2cncnc2)cc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,0,1,0,1,-1.354504025,1.0
Mol2073,49301499,O=C(Cc1cccnc1)Nc1ncccc1Cl,emolecules,0.675686709,-0.152337665,,,,1.492886051,True,O=C(Cc1cccnc1)Nc1ncccc1Cl,O=C(Cc1cccnc1)Nc1ccccn1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,test,train,4,1,0,1,-0.8171993419999999,1.0
Mol2074,171789858,CC(=O)N1CCN([C@H]2CCN(C(=O)c3cc4cc(C)ccc4o3)CC[C@@H]2O)CC1,emolecules,0.861952375,1.589307341,,,,2.18355738,True,CC(=O)N1CCN([C@H]2CCN(C(=O)c3cc4cc(C)ccc4o3)CC[C@@H]2O)CC1,O=C(c1cc2ccccc2o1)N1CCC[C@@H](N2CCNCC2)CC1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,test,0,0,0,1,-1.3216050049999999,1.0
Mol2075,82721257,O=C(NCc1nc(-c2cnccn2)n[nH]1)C1Cc2ccccc2C1,emolecules,0.675686709,0.942134786,,,,1.278845022,True,O=C(NCc1nc(-c2cnccn2)n[nH]1)C1Cc2ccccc2C1,O=C(NCc1nc(-c2cnccn2)n[nH]1)C1Cc2ccccc2C1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,not_in_hlm_endpoint,train,1,1,0,1,-0.603158313,1.0
Mol2076,324135709,COc1cc2nn(CCC(C)(C)O)cc2cc1NC(=O)c1ccn(C(F)F)n1,emolecules,1.271562825,1.007757206,,,,1.027920136,True,COc1cc2nn(CCC(C)(C)O)cc2cc1NC(=O)c1ccn(C(F)F)n1,O=C(Nc1ccc2n[nH]cc2c1)c1cc[nH]n1,1,CF2-containing,2,1,0.07142857142857142,1,2,0,1,0,0,0,0,0,2,0,0,0,0,2,0,2,2,2.0,2.0,0,0,0,-0.18393643710935123,-0.18393643710935123,-0.18393643710935123,0.33274056195083185,3.0,1.0,,,,-0.0,train,train,2,0,1,1,0.24364268899999986,1.0
Mol2077,324135965,CC(C)(O)CCn1cc2cc(NC(=O)c3cccc(C(F)F)n3)c(OCC3COC3)cc2n1,emolecules,0.892094603,1.068074652,,,,1.858140016,True,CC(C)(O)CCn1cc2cc(NC(=O)c3cccc(C(F)F)n3)c(OCC3COC3)cc2n1,O=C(Nc1cc2c[nH]nc2cc1OCC1COC1)c1ccccn1,1,CF2-containing,2,1,0.06060606060606061,1,2,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,2,3.0,3.0,0,0,0,-0.20325466028983383,-0.20325466028983383,-0.20325466028983383,0.27988851587664537,3.0,1.0,,,,-0.0,train,train,2,0,0,1,-0.9660454129999999,1.0
Mol2078,324134429,CC(C)(O)CCn1cc2cc(NC(=O)c3ccn(C(F)F)n3)c(OCC3COC3)cc2n1,emolecules,0.675686709,1.071218118,,,,1.124927879,True,CC(C)(O)CCn1cc2cc(NC(=O)c3ccn(C(F)F)n3)c(OCC3COC3)cc2n1,O=C(Nc1cc2c[nH]nc2cc1OCC1COC1)c1cc[nH]n1,1,CF2-containing,2,1,0.0625,1,2,0,1,0,0,0,0,0,2,0,0,0,0,2,0,2,2,2.0,2.0,0,0,0,-0.18393643710935123,-0.18393643710935123,-0.18393643710935123,0.33274056195083185,3.0,1.0,,,,-0.0,train,train,1,1,0,1,-0.44924116999999986,1.0
Mol2079,49080339,CNC(=O)c1ccc(N2CCCc3cc(OC)ccc3C2)nn1,emolecules,1.073168262,-0.052542282,,,,2.93425346,True,CNC(=O)c1ccc(N2CCCc3cc(OC)ccc3C2)nn1,c1cnnc(N2CCCc3ccccc3C2)c1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,test,3,0,0,1,-1.8610851979999998,1.0
Mol2080,313520210,C[C@H](c1nc(=O)c2cnn(C3CCOCC3)c2[nH]1)N1CC(Oc2ccccc2)C1,emolecules,1.438194141,0.981146653,,,,2.206599228,True,C[C@H](c1nc(=O)c2cnn(C3CCOCC3)c2[nH]1)N1CC(Oc2ccccc2)C1,O=c1nc(CN2CC(Oc3ccccc3)C2)[nH]c2c1cnn2C1CCOCC1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,3,0,0,1,-0.7684050869999999,1.0
Mol2081,73053174,CCN1CCN(C(=O)CNc2ncnc3onc(C)c23)CC1,emolecules,0.675686709,0.565635584,,,,1.027920136,True,CCN1CCN(C(=O)CNc2ncnc3onc(C)c23)CC1,O=C(CNc1ncnc2oncc12)N1CCNCC1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,test,2,1,1,1,-0.35223342700000004,1.0
Mol2082,3140960,O=C(NN1CCOCC1)c1ccc(Cl)c(Cl)c1,emolecules,0.675686709,-0.160548299,,,,1.027920136,True,O=C(NN1CCOCC1)c1ccc(Cl)c(Cl)c1,O=C(NN1CCOCC1)c1ccccc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,2,1,1,1,-0.35223342700000004,1.0
Mol2083,30506974,O=C(CCCC(=O)N1CCN(c2nsc3ccccc23)CC1)Nc1nccs1,emolecules,1.867673685,1.04995167,,,,2.709309826,True,O=C(CCCC(=O)N1CCN(c2nsc3ccccc23)CC1)Nc1nccs1,O=C(CCCC(=O)N1CCN(c2nsc3ccccc23)CC1)Nc1nccs1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,test,1,0,0,1,-0.8416361410000002,0.0
Mol2084,25664405,O=C1CCC(=O)N1CCSc1ncc(-c2ccc(F)cc2)[nH]1,emolecules,1.551815822,0.379230874,,,,2.855272561,True,O=C1CCC(=O)N1CCSc1ncc(-c2ccc(F)cc2)[nH]1,O=C1CCC(=O)N1CCSc1ncc(-c2ccccc2)[nH]1,1,aryl-F without CF3,1,1,0.045454545454545456,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,6.0,6.0,0,0,0,-0.20701174870412378,-0.20701174870412378,-0.20701174870412378,0.12275259752378594,3.0,0.0,,,,-0.0,not_in_hlm_endpoint,test,3,0,0,1,-1.303456739,1.0
Mol2085,32278194,Cc1c(C(=O)Nc2ccc(N3C[C@@H](C)O[C@H](C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1,emolecules,1.380428335,0.063879255,,,,1.874377435,True,Cc1c(C(=O)Nc2ccc(N3C[C@@H](C)O[C@H](C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1,O=C(Nc1ccc(N2CCOCC2)nc1)c1cccc(-c2ccccc2)c1,1,CF3-containing,3,1,0.08571428571428572,1,3,0,0,1,0,0,0,0,3,0,0,0,0,3,0,3,3,2.0,2.0,0,0,0,-0.13230717946209467,-0.13230717946209467,-0.13230717946209467,0.5725963034142785,4.0,0.0,,,,-0.0,train,test,0,0,0,1,-0.49394910000000003,1.0
Mol2086,300635762,COc1ccc(CC2CN3CCN(C(=O)OCc4ccccc4)CC3CO2)cc1,emolecules,1.521504202,-0.098326578,,,,2.935136799,True,COc1ccc(CC2CN3CCN(C(=O)OCc4ccccc4)CC3CO2)cc1,O=C(OCc1ccccc1)N1CCN2CC(Cc3ccccc3)OCC2C1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,3,0,0,1,-1.4136325969999999,1.0
Mol2087,232859591,Cc1ncc(-c2ccc(C)c(S(=O)(=O)NCc3cnn(C)c3C)c2)o1,emolecules,2.247226718,1.562110112,,,,3.138216778,True,Cc1ncc(-c2ccc(C)c(S(=O)(=O)NCc3cnn(C)c3C)c2)o1,O=S(=O)(NCc1cn[nH]c1)c1cccc(-c2cnco2)c1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,1,0,0,1,-0.89099006,0.0
Mol2088,222774912,Cc1noc(C)c1-c1cc(-c2ccccc2Cl)nc(C2CC2)n1,emolecules,1.338536173,-0.287221652,,,,2.160243372,True,Cc1noc(C)c1-c1cc(-c2ccccc2Cl)nc(C2CC2)n1,c1ccc(-c2cc(-c3cnoc3)nc(C3CC3)n2)cc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,4,0,0,1,-0.821707199,1.0
Mol2089,181787,CNCc1cc(N(C)C)nc(C2CCCN2C(=O)COC)n1,emolecules,0.675686709,0.703676119,,,,1.027920136,True,CNCc1cc(N(C)C)nc(C2CCCN2C(=O)COC)n1,c1cnc(C2CCCN2)nc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,test,3,1,1,1,-0.35223342700000004,1.0
Mol2090,177363859,CCCc1ccc(-c2cccc(C(=O)N3CCN(CC(N)=O)CC3)c2)cc1,emolecules,1.09961159,0.917324704,,,,2.849214197,True,CCCc1ccc(-c2cccc(C(=O)N3CCN(CC(N)=O)CC3)c2)cc1,O=C(c1cccc(-c2ccccc2)c1)N1CCNCC1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,0,0,0,1,-1.7496026069999997,1.0
Mol2091,222793271,C[C@@]12CCCN1C(=O)[C@H](C1CCCCC1)NC2=O,emolecules,0.675686709,0.422355471,,,,1.317143662,True,C[C@@]12CCCN1C(=O)[C@H](C1CCCCC1)NC2=O,O=C1N[C@@H](C2CCCCC2)C(=O)N2CCCC12,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,not_in_hlm_endpoint,train,3,1,0,1,-0.641456953,1.0
Mol2092,49946792,Cc1nc(C)c(CNc2ncnn2C)s1,emolecules,0.675686709,0.601984303,,,,1.352143912,True,Cc1nc(C)c(CNc2ncnn2C)s1,c1n[nH]c(NCc2cncs2)n1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,0,1,0,1,-0.676457203,1.0
Mol2093,82736647,CC(=O)c1ccccc1-c1cccc(C(=O)NCCCN2CCCC2)c1,emolecules,0.675686709,2.124927356,,,,2.870664872,True,CC(=O)c1ccccc1-c1cccc(C(=O)NCCCN2CCCC2)c1,O=C(NCCCN1CCCC1)c1cccc(-c2ccccc2)c1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,0,1,0,1,-2.194978163,1.0
Mol2094,226819,CN1CCC(Cc2cccc(-c3nccs3)n2)C1,emolecules,1.633205779,0.066119855,,,,3.306892099,True,CN1CCC(Cc2cccc(-c3nccs3)n2)C1,c1cc(CC2CCNC2)nc(-c2nccs2)c1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,2,0,0,1,-1.67368632,1.0
Mol2095,331526,COCCCNc1nnc(-c2ccncc2)s1,emolecules,1.123165371,-0.184477522,,,,1.924542885,True,COCCCNc1nnc(-c2ccncc2)s1,c1cc(-c2nncs2)ccn1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,test,2,0,0,1,-0.8013775139999999,1.0
Mol2096,309652,O=c1cc2c(n[nH]1)-c1cnc(N3CCCCC3)nc1CC2,emolecules,0.68690427,-0.248334943,,,,2.039826404,True,O=c1cc2c(n[nH]1)-c1cnc(N3CCCCC3)nc1CC2,O=c1cc2c(n[nH]1)-c1cnc(N3CCCCC3)nc1CC2,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,test,train,0,0,0,1,-1.352922134,1.0
Mol2097,290047753,CC(C)N(C)S(=O)(=O)N1CCC(CNC(=O)CCCn2cccn2)CC1,emolecules,1.212400703,1.762874233,,,,2.455434186,True,CC(C)N(C)S(=O)(=O)N1CCC(CNC(=O)CCCn2cccn2)CC1,O=C(CCCn1cccn1)NCC1CCNCC1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,3,0,0,1,-1.2430334830000003,1.0
Mol2098,301143195,Oc1ccc2nc(/C=C/c3csnn3)ccc2c1Cl,emolecules,1.997316472,-1.162425008,,,,2.380290855,True,Oc1ccc2nc(/C=C/c3csnn3)ccc2c1Cl,C(=C/c1ccc2ccccc2n1)\c1csnn1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,2,0,0,1,-0.3829743830000001,0.0
Mol2099,31206173,CC1=C(C(=O)Nc2cc3cn[nH]c3cc2F)C(c2ccc(C(F)(F)F)cc2)CC(=O)N1,emolecules,1.707493529,1.750760612,,,,2.078300908,True,CC1=C(C(=O)Nc2cc3cn[nH]c3cc2F)C(c2ccc(C(F)(F)F)cc2)CC(=O)N1,O=C1CC(c2ccccc2)C(C(=O)Nc2ccc3[nH]ncc3c2)=CN1,1,CF3-containing,4,1,0.12903225806451613,2,3,1,0,1,0,0,1,1,3,0,1,1,1,0,1,0,1,3.0,7.5,0,0,1,-0.17575789374393616,-0.20461893459682068,-0.16613754679297468,0.2821495268460822,3.5,0.0,,,,0.8112781244591328,not_in_hlm_endpoint,train,4,0,0,1,-0.37080737900000016,0.0
Mol2100,313517655,CC(C)Cc1nn(C)c(=O)c2c(SCCCO)n(Cc3cccc4ccccc34)cc12,emolecules,2.436576064,0.260888582,,,,3.310521897,True,CC(C)Cc1nn(C)c(=O)c2c(SCCCO)n(Cc3cccc4ccccc34)cc12,O=c1[nH]ncc2cn(Cc3cccc4ccccc34)cc12,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,4,0,0,1,-0.8739458330000001,0.0
Mol2101,49829625,Cc1cc(N2CCOCC2)ccc1Nc1nc(NC2CCCCC2)c2nc[nH]c2n1,emolecules,1.301767669,1.529080091,,,,2.93863929,True,Cc1cc(N2CCOCC2)ccc1Nc1nc(NC2CCCCC2)c2nc[nH]c2n1,c1nc2c(NC3CCCCC3)nc(Nc3ccc(N4CCOCC4)cc3)nc2[nH]1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,not_in_hlm_endpoint,train,0,0,0,1,-1.6368716209999998,1.0
Mol2102,82741579,O=C(NCCc1cnn[nH]1)C1Cc2ccccc2C1,emolecules,0.675686709,0.392596822,,,,1.027920136,True,O=C(NCCc1cnn[nH]1)C1Cc2ccccc2C1,O=C(NCCc1cnn[nH]1)C1Cc2ccccc2C1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,not_in_hlm_endpoint,test,0,1,1,1,-0.35223342700000004,1.0
Mol2103,49064492,CC1CCC(O)(CSc2nncn2C(C)C)CC1,emolecules,0.807196661,-0.070651093,,,,2.33018642,True,CC1CCC(O)(CSc2nncn2C(C)C)CC1,c1nnc(SCC2CCCCC2)[nH]1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,2,0,0,1,-1.522989759,1.0
Mol2104,171813474,C[C@]1(O)CN(C(=O)Cn2cnc3ccccc32)CC[C@@H]1Oc1ccccc1,emolecules,0.74390155,1.673973827,,,,2.256782669,True,C[C@]1(O)CN(C(=O)Cn2cnc3ccccc32)CC[C@@H]1Oc1ccccc1,O=C(Cn1cnc2ccccc21)N1CCC(Oc2ccccc2)CC1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,test,test,3,0,0,1,-1.5128811190000002,1.0
Mol2105,49938986,CN(C)c1ccncc1CN1CCN(c2ccc(C(N)=O)cc2)CC1,emolecules,0.675686709,1.274025761,,,,1.027920136,True,CN(C)c1ccncc1CN1CCN(c2ccc(C(N)=O)cc2)CC1,c1ccc(N2CCN(Cc3cccnc3)CC2)cc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,0,1,1,1,-0.35223342700000004,1.0
Mol2106,48373684,COc1ccccc1/C=C/CN1C[C@H]2CCCN2C[C@@H]1C,emolecules,1.226161523,-0.129961745,,,,3.161578509,True,COc1ccccc1/C=C/CN1C[C@H]2CCCN2C[C@@H]1C,C(=C/c1ccccc1)\CN1CCN2CCC[C@@H]2C1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,0,0,0,1,-1.935416986,1.0
Mol2107,53839506,CSC1(CNC(=O)N2CCC=C(c3ccccc3)C2)CCOCC1,emolecules,2.077575009,0.207215155,,,,3.43872046,True,CSC1(CNC(=O)N2CCC=C(c3ccccc3)C2)CCOCC1,O=C(NCC1CCOCC1)N1CCC=C(c2ccccc2)C1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,3,0,0,1,-1.361145451,0.0
Mol2108,177485348,O=C(CN1CCCC1=O)NCC1(CO)CCCC1,emolecules,0.675686709,0.354338699,,,,1.027920136,True,O=C(CN1CCCC1=O)NCC1(CO)CCCC1,O=C(CN1CCCC1=O)NCC1CCCC1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,4,1,1,1,-0.35223342700000004,1.0
Mol2109,48745068,CN(CCc1ccncc1)c1ncccc1C#N,emolecules,1.646403726,-0.129238094,,,,2.741716366,True,CN(CCc1ccncc1)c1ncccc1C#N,c1ccc(NCCc2ccncc2)nc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,train,train,4,0,0,1,-1.09531264,1.0
Mol2110,20436461,CCCc1noc(CN2CCN(c3ccccc3OC)CC2)n1,emolecules,1.432151214,-0.12887602,,,,2.545714,True,CCCc1noc(CN2CCN(c3ccccc3OC)CC2)n1,c1ccc(N2CCN(Cc3ncno3)CC2)cc1,0,nonfluorinated,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,test,train,4,0,0,1,-1.113562786,1.0
